epoch,train_loss,train_acc,val_loss,val_acc
1,1.0276037839133865,0.6307692307692307,1.6459618270397187,0.25
2,0.9577222259321179,0.6365384615384615,1.4986484609078616,0.25
3,0.9173854946087187,0.6384615384615384,1.612944157794118,0.25
4,0.75481751108757,0.6884615384615385,1.3703472453169525,0.45
5,0.6399452834463982,0.7192307692307692,1.284048324241303,0.5
6,0.6270789579840941,0.7326923076923076,1.4313180378754624,0.55
7,0.5580018170070896,0.7346153846153847,1.6820041216552455,0.5
8,0.556204461795082,0.7442307692307693,1.4008553747082941,0.35
9,0.5265224601364585,0.7423076923076923,2.2865473335025994,0.3
10,0.5077212149456809,0.7673076923076924,2.4734367084912945,0.25
11,0.49341158149825376,0.7596153846153846,1.5453769938261643,0.35
12,0.47789279351751385,0.7653846153846153,2.1811070564435795,0.5
13,0.4619915188885408,0.7865384615384615,2.2508435886695226,0.3
14,0.4743974419638728,0.7711538461538462,1.9266749960486778,0.35
15,0.4585294448326251,0.7769230769230769,1.267900075027137,0.3
16,0.4108872374305854,0.7884615384615384,1.5312550124886908,0.6
17,0.4416268128481061,0.7769230769230769,2.1808367340766366,0.4
18,0.4043192111026706,0.7884615384615384,8.611392053961746,0.3
19,0.40620968627959914,0.801923076923077,2.11522455285683,0.4
20,0.4952815229080412,0.7769230769230769,1.5511576931450008,0.5
